Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Liabilities,Year
RAJESH NANDINI SINGH,Shahdol,INC,0,Graduate,11475000,200000,2009
MITHLESH,Shahjahanpur,SP,0,Graduate,8035655,1746024,2009
RAMA DEVI,Sheohar,BJP, 5 ,Graduate Professional,69429234,883367,2009
VINCENT H PALA,Shillong,INC,0,Graduate Professional,251618190,0,2009
VIRENDER KASHYAP,Shimla,BJP,0,Post Graduate,3434928,0,2009
B.Y. RAGHAVENDRA,Shimoga,BJP,0,Graduate Professional,66273401,4234969,2009
WAKCHOURE BHAUSAHEB RAJARAM,Shirdi,SHS,0,Post Graduate,17860515,2427069,2009
ADHALRAO SHIVAJI DATTATRAY,Shirur,SHS, 4 ,Post Graduate,127113134,16221275,2009
VINAY KUMAR ALIAS VINNU,Shrawasti,INC, 4 ,Doctorate,15743200,589157,2009
GOVIND PRASAD MISHRA,Sidhi,BJP,0,Graduate Professional,5187425,0,2009
MAHADEV SINGH,Sikar,INC,0,Post Graduate,7879689,0,2009
PREM DAS RAI,Sikkim,SDF,0,Post Graduate,18503294,841835,2009
Kabindra Purkayastha,Silchar,BJP,0,Post Graduate,2098543,81279,2009
MADHU KORA,Singhbhum,IND,0,Graduate,9832144,0,2009
ASHOK TANWAR,Sirsa,INC, 2 ,Post Graduate,23664959,0,2009
ARJUN ROY,Sitamarhi,JD(U),0,Doctorate,2907146,462913,2009
KAISAR JAHAN,Sitapur,BSP,0,8th Pass,6553956,0,2009
CHIDAMBARAM P,Sivaganga,INC,0,Post Graduate,267908542,0,2009
OmPrakashYadav,Siwan,IND, 1 ,Graduate,3032500,0,2009
SHINDE SUSHILKUMAR SAMBHAJIRAO,Solapur,INC,0,Graduate Professional,86042099,3700000,2009
JITENDER SINGH,Sonipat,INC,0,Graduate Professional,1779080,0,2009
RAMESH KUMAR,South Delhi,INC,0,10th Pass,25845997,329812,2009
COSME FRANCISCO CAITANO SARDINHA,South Goa,INC,0,Graduate Professional,29473470,443500,2009
KALYAN BANERJEE,Sreerampur,AITC,0,Graduate Professional,16146266,2125000,2009
K. KRUPA RANI,Srikakulam,INC,0,Graduate Professional,18491160,2642781,2009
FAROOQ ABDULLAH,Srinagar,JKN,0,Graduate Professional,97841140,0,2009
BAALU T R,Sriperumbudur,DMK,0,Graduate,76971478,0,2009
DR.SANJAY SINGH,Sultanpur,INC,0,Doctorate,62259720,0,2009
HEMANAND BISWAL,Sundargarh,INC,0,12th Pass,3965226,0,2009
VISHWA MOHAN KUMAR,Supaul,JD(U),0,Post Graduate,6689616,440179,2009
DARSNABEN VIKRAMBHAI JARDOS,Surat,BJP, 1 ,Graduate,9021338,395000,2009
SOMABHAI GANDABHAI KOLIPATEL,Surendranagar,INC,0,5th Pass,18618718,0,2009
ADHIKARI SUVENDU,Tamluk,AITC, 3 ,Graduate,4751934,0,2009
VIJAY BAHUGUNA,Tehri Garhwal,INC,0,Graduate Professional,13501773,0,2009
LINGAM P,Tenkasi,CPI,0,Graduate,159365,23014,2009
JOSEPH TOPPO,Tezpur,AGP,0,10th Pass,936292,535000,2009
DR.SANJEEV GANESH NAIK,Thane,NCP, 2 ,12th Pass,30415344,0,2009
PALANIMANICKAM.S.S,Thanjavur,DMK,0,Graduate Professional,7523592,2841136,2009
AARON RASHID.J.M,Theni,INC,0,12th Pass,248974573,2191815,2009
Shashi Tharoor,Thiruvananthapuram,INC, 1 ,Doctorate,212442472,0,2009
JEYADURAI S R,Thoothukkudi,DMK,0,Graduate,87526313,1090000,2009
P C Chacko,Thrissur,INC,0,Post Graduate,16335679,0,2009
VIRENDRA KUMAR,Tikamgarh,BJP,0,Doctorate,2551466,0,2009
KUMAR.P,Tiruchirappalli,ADMK,0,Graduate Professional,5345000,806395,2009
RAMASUBBU S,Tirunelveli,INC,0,Post Graduate,34706447,1807386,2009
Chinta Mohan,Tirupati,INC,0,Graduate Professional,5512900,557719,2009
SIVASAMI C,Tiruppur,ADMK, 3 ,Post Graduate,51892954,0,2009
VENUGOPAL.P,Tiruvallur,ADMK,0,Graduate Professional,2074236,350000,2009
VENUGOPAL.D,Tiruvannamalai,DMK,0,Others,57010000,1538546,2009
BAJU BAN RIYAN,Tripura East,CPM,0,Graduate,3695981,0,2009
KHAGEN DAS,Tripura West,CPM,0,Post Graduate,3492580,0,2009
G.S. BASAVARAJU,Tumkur,BJP,0,Graduate Professional,54382029,8761621,2009
AGATHA K. SANGMA,Tura,NCP,0,Post Graduate,6644295,0,2009
Raghuveer singh,Udaipur,INC,0,Graduate,6753883,1750000,2009
CH. LAL SINGH,Udhampur,INC,0,Graduate,1762378,2650000,2009
D.V.Sadananda Gowda,Udupi Chikmagalur,BJP,0,Graduate Professional,14375959,2486447,2009
ASWAMEDH DEVI,Ujiarpur,JD(U),0,5th Pass,10536274,341141,2009
GUDDU PREMCHAND,Ujjain,INC, 3 ,5th Pass,105031313,1500000,2009
SULTAN AHMED,Uluberia,AITC,0,Graduate,6026230,3600555,2009
ANNUTANDON,Unnao,INC, 1 ,Graduate,421352753,0,2009
Ananthkumar Hegde,Uttara Kannada,BJP, 3 ,12th Pass,6427192,3955458,2009
Mullappally Ramachandran,Vadakara,INC,0,Post Graduate,3316300,502346,2009
BALKRISHNA KHANDERAO SHUKLA,Vadodara,BJP, 1 ,Graduate,2662058,216512,2009
RAGHUVANSH PRASAD SINGH,Vaishali,RJD,0,Doctorate,6169238,214137,2009
BAIDYANATH PRASAD MAHTO,Valmiki Nagar,JD(U), 1 ,10th Pass,4428802,520445,2009
KISANBHAI VESTABHAI PATEL,Valsad,INC, 2 ,12th Pass,1520245,0,2009
DR. MURLI MANOHAR JOSHI,Varanasi,BJP, 1 ,Doctorate,54475345,0,2009
ABDUL RAHMAN,Vellore,DMK,0,Graduate,12547128,3297328,2009
SUSHMA SWARAJ,Vidisha,BJP,0,Graduate Professional,73582637,58250,2009
L Rajagopal,Vijayawada,INC,0,Graduate Professional,1222964909,23967984,2009
ANANDAN M,Viluppuram,ADMK,0,12th Pass,8938646,967994,2009
MANICKA TAGORE,Virudhunagar,INC,0,Graduate Professional,3313910,0,2009
D. PURANDARESHWARI,Visakhapatnam,INC,0,Graduate,202639034,560000,2009
B. JHANSI,Vizianagaram,INC, 1 ,Post Graduate,22951539,0,2009
Rajaiah Siricilla,Warangal,INC,0,Graduate,4224704,1461167,2009
DATTA MEGHE,Wardha,INC,0,Graduate,287739495,70008871,2009
M I Shanavas,Wayanad,INC,0,Post Graduate,23904424,2548978,2009
MAHABAL MISHRA,West Delhi,INC,0,12th Pass,61994338,989118,2009
BHAVANA GAWALI (PATIL),Yavatmal-Washim,SHS, 1 ,Graduate,30399471,2430911,2009
SURESH KUMAR SHETKAR,Zahirabad,INC,0,Graduate,3011999,0,2009
Godam Nagesh,ADILABAD,TRS,0,Post Graduate,10378857,148784,2014
Dr. Ramshankar Katheria,AGRA,BJP, 21 ,Doctorate,14634885,4035000,2014
Paresh Dahyalal Rawal,AHMEDABAD EAST,BJP,0,12th Pass,795211576,81472461,2014
Dr. Solanki Kiritbhai Premjibhai,AHMEDABAD WEST,BJP,0,Post Graduate,34085266,208007,2014
Gandhi Dilipkumar Mansukhlal,AHMEDNAGAR,BJP, 16 ,10th Pass,65316725,34176876,2014
Sanwar Lal Jat,AJMER,BJP,0,Doctorate,18064656,0,2014
Devendra Singh Urf Bhole Singh,AKBARPUR,BJP,0,10th Pass,28546617,559965,2014
Dhotre Sanjay Shyamrao,AKOLA,BJP, 3 ,Graduate Professional,48501735,6928458,2014
K C Venugopal,ALAPPUZHA,INC,0,Post Graduate,12856075,456010,2014
P.k.biju,ALATHUR,CPI(M),0,Post Graduate,3231047,341749,2014
Satish Kumar,ALIGARH,BJP, 1 ,10th Pass,52180006,754800,2014
Dasrath Tirkey,ALIPURDUARS,AITC,0,Graduate,3550353,293909,2014
Shyama Charan Gupta,ALLAHABAD,BJP,0,Graduate Professional,472851707,0,2014
Ajay Tamta,ALMORA,BJP,0,12th Pass,6366653,2757846,2014
Mahant Chand Nath Yogi,ALWAR,BJP,0,Graduate,199653,0,2014
Pandula Ravindra Babu,AMALAPURAM,TDP,0,Graduate Professional,27131000,3000000,2014
Rattan Lal Kataria,AMBALA,BJP,0,Post Graduate,42150634,843229,2014
Hariom,AMBEDKAR NAGAR,BJP,0,Post Graduate,15318114,0,2014
Rahul Gandhi,AMETHI,INC,0,Post Graduate,94006549,1800000,2014
Adsul Anandrao Vithoba,AMRAVATI,SHS, 1 ,Graduate,32596257,1587104,2014
Kachhadiya Naranbhai Bhikhabhai,AMRELI,BJP, 2 ,12th Pass,34164801,4971590,2014
Captain Amarinder Singh,AMRITSAR,INC, 3 ,Graduate,863564071,4853456,2014
Kanwar Singh Tanwar,AMROHA,BJP,0,5th Pass,1788430770,4036151,2014
Muttamsetti Srinivasa Rao,ANAKAPALLE,TDP, 1 ,Illiterate,213294327,64899193,2014
Patel Dilipbhai Manibhai,ANAND,BJP, 4 ,10th Pass,75998610,7632620,2014
Prem Singh Chandumajra,ANANDPUR SAHIB,SAD,0,Post Graduate,141599902,2248200,2014
Jutur Chinna Reddy Divakar Reddy,ANANTAPUR,TDP,0,12th Pass,226481020,3265000,2014
Mehbooba Mufti,ANANTNAG,JKPDP, 1 ,Graduate Professional,5200000,0,2014
Bishnu Pada Ray,ANDAMAN AND NICOBAR ISLANDS,BJP, 1 ,Graduate,5658980,175115,2014
Dharmendra Kumar,AONLA,BJP,0,10th Pass,5364652,0,2014
Hari G,ARAKKONAM,AIADMK, 4 ,Post Graduate,32966706,0,2014
Kothapalli Geetha,ARAKU,Yuvajana Sramika Rythu Congress Party,0,Post Graduate,65147467,43261606,2014
Aparupa Poddar (afrin Ali),ARAMBAG,AITC,0,Post Graduate,3271869,200000,2014
V.elumalai,ARANI,AIADMK,0,Graduate Professional,70492462,25000,2014
Taslim Uddin,ARARIA,RJD, 4 ,Literate,42368468,1026919,2014
Raj Kumar Singh,ARRAH,BJP,0,Graduate Professional,50403293,0,2014
Ninong Ering,ARUNACHAL EAST,INC,0,Graduate,88065000,0,2014
Kiren Rijiju,ARUNACHAL WEST,BJP,0,Graduate Professional,12539868,475000,2014
Babul Supriya Boral (babul Supriyo),ASANSOL,BJP,0,Graduate,75289537,14748456,2014
Ladu Kishore Swain,ASKA,BJD,0,Graduate,3488390,25000,2014
A Sampath,ATTINGAL,CPI(M), 1 ,Doctorate,17791149,1421392,2014
Chandrakant Bhaurao Khaire,AURANGABAD,SHS, 8 ,12th Pass,90614560,20307244,2014
Sushil Kumar Singh,AURANGABAD,BJP, 5 ,Post Graduate,127845854,7321626,2014
Biren Singh Engti,AUTONOMOUS DISTRICT,INC,0,Post Graduate,35367390,0,2014
Dharmandra Yadav,BADAUN,SP,0,Post Graduate,24987715,8950291,2014
P.c. Gaddigoudar,BAGALKOT,BJP,0,Graduate Professional,36362500,9589199,2014
Dr. Satyapal Singh,BAGHPAT,BJP,0,Doctorate,67402076,352000,2014
Adhir Ranjan Chowdhury,BAHARAMPUR,INC, 16 ,10th Pass,81465854,0,2014
Savitri Bai Foole,BAHRAICH,BJP, 8 ,Graduate,1121491,538145,2014
Bodhsingh Bhagat,BALAGHAT,BJP,0,Graduate,24959436,1393732,2014
Rabindra Kumar Jena,BALASORE,BJD,0,Post Graduate,570220409,55893020,2014
Bharat Singh,BALLIA,BJP, 3 ,Graduate,21130089,1102553,2014
Arpita Ghosh,BALURGHAT,AITC,0,Graduate,544790,0,2014
Chaudhry Haribhai Parthibhai,BANASKANTHA,BJP,0,Graduate,15773564,0,2014
Bhairon Prasad Mishra,BANDA,BJP, 2 ,12th Pass,50034910,600000,2014
P.c. Mohan,BANGALORE CENTRAL,BJP, 2 ,12th Pass,475796999,261111285,2014
D.v. Sadananda Gowda,BANGALORE NORTH,BJP,0,Graduate Professional,98888874,37020152,2014
D.k.suresh,BANGALORE RURAL,INC, 8 ,12th Pass,858713138,184854756,2014
Ananth Kumar,BANGALORE SOUTH,BJP,0,Graduate Professional,45224706,2883233,2014
Kapil Krishna Thakur,BANGAON,AITC,0,Graduate,9667890,0,2014
Jaiprakash Narayan Yadav,BANKA,RJD, 2 ,Post Graduate,27846274,791539,2014
Sreemati Dev Varma (moon Moon Sen),BANKURA,AITC,0,Post Graduate,15314000,1013000,2014
Kamlesh Paswan,BANSGAON,BJP,0,Graduate,101640625,14568500,2014
Manshankar Ninama,BANSWARA,BJP,0,8th Pass,4040285,870146,2014
Malyadri Sriram,BAPATLA,TDP,0,Post Graduate,45359744,0,2014
Priyanka Singh Rawat,BARABANKI,BJP,0,Post Graduate,13175500,1450000,2014
Supriya Sule,BARAMATI,NCP,0,Graduate,1139090851,0,2014
Muzaffar Hussain Baig,BARAMULLA,JKPDP,0,Post Graduate,200707183,11401285,2014
Dr. Kakali Ghoshdostidar,BARASAT,AITC,0,Graduate Professional,31254311,1168220,2014
Mamtaz Sanghamita,BARDHAMAN DURGAPUR,AITC,0,Post Graduate,107680000,0,2014
Sunil Kumar Mondal,BARDHAMAN PURBA,AITC,0,Graduate Professional,11841000,1420000,2014
Parbhubhai Nagarbhai Vasava,BARDOLI,BJP, 1 ,Others,15909957,1353400,2014
Santosh Gangwar,BAREILLY,BJP,0,Graduate Professional,36986862,1777215,2014
Prabhas Kumar Singh,BARGARH,BJD,0,Doctorate,5786971,670000,2014
Col. Sona Ram,BARMER,BJP, 1 ,Graduate Professional,174678454,5584331,2014
Siraj Uddin Ajmal,BARPETA,AIUDF,0,Graduate,670806607,0,2014
Dinesh Trivedi,BARRACKPUR,AITC,0,Post Graduate,53582340,15661349,2014
Idris Ali,BASIRHAT,AITC, 9 ,Graduate Professional,9800277,0,2014
Dinesh Kashyap,BASTAR,BJP, 1 ,Post Graduate,16108199,2191216,2014
Harish Chandra,BASTI,BJP, 2 ,Post Graduate,5345882,860185,2014
Harsimrat Kaur Badal,BATHINDA,SAD,0,10th Pass,1081664910,412634299,2014
Munde Gopinathrao Pandurang,BEED,BJP, 3 ,Graduate Professional,380072890,335729817,2014
Bhola Singh,BEGUSARAI,BJP,0,Doctorate,25248102,0,2014
Suresh Angadi,BELGAUM,BJP, 1 ,Graduate Professional,233390964,93072889,2014
B Sreeramulu,BELLARY,BJP, 8 ,Graduate,151392844,4050947,2014
Sidhant Mohapatra,BERHAMPUR,BJD,0,Graduate,16462430,1183828,2014
Jyoti Dhurve,BETUL,BJP, 2 ,Post Graduate,26232000,1000000,2014
Virendra Singh,BHADOHI,BJP,0,Graduate,11531458,791186,2014
Arjun Charan Sethi,BHADRAK,BJD,0,Post Graduate,6730000,2424000,2014
Shailesh Kumar Urph Bulo Mandal,BHAGALPUR,RJD, 1 ,12th Pass,20216734,0,2014
Nanabhau Falgunrao Patole,BHANDARA GONDIYA,BJP, 5 ,Graduate,12738190,0,2014
Bahadur Singh,BHARATPUR,BJP,0,Literate,19142363,1333100,2014
Mansukhbhai Dhanjibhai Vasava,BHARUCH,BJP,0,Post Graduate,6571062,639000,2014
Shyal Bhartiben Dhirubhai,BHAVNAGAR,BJP,0,Graduate Professional,10448925,3072058,2014
Subhash Chandra Baheria,BHILWARA,BJP,0,Graduate,142870042,8665902,2014
Bhagirath Prasad,BHIND,BJP,0,Doctorate,21240286,3687610,2014
Kapil Moreshwar Patil,BHIWANDI,BJP,0,Graduate,363758831,10697367,2014
Dharambir,BHIWANI MAHENDRAGARH,BJP,0,Graduate,50057200,4530000,2014
Dr. Narsaiah Boora,BHONGIR,TRS,0,Post Graduate,202983225,13574088,2014
Alok Sanjar,BHOPAL,BJP,0,Graduate Professional,14594066,300000,2014
"Prasanna Kumar Patasani,",BHUBANESWAR,BJD,0,Post Graduate,13557443,9590067,2014
Bhagwanth,BIDAR,BJP,0,Graduate Professional,56559290,16829000,2014
Ramesh Jigajinagi,BIJAPUR,BJP, 2 ,Graduate,89429828,5305043,2014
Kunwar Bhartendra,BIJNOR,BJP, 2 ,Post Graduate,16340646,0,2014
Arjun Ram Meghwal,BIKANER,BJP,0,Post Graduate,18142863,1216408,2014
Lakhanlal Sau S/o Kalyan Lal Sahu,BILASPUR,BJP,0,Post Graduate,8661133,306357,2014
Satabdi Roy(banerjee),BIRBHUM,AITC,0,Graduate,54972174,5478944,2014
Saumitra Khan,BISHNUPUR,AITC, 1 ,12th Pass,1197255,0,2014
Kalikesh Narayan Singh Deo,BOLANGIR,BJD, 2 ,Graduate,87955818,24410449,2014
Anupam Hazra,BOLPUR,AITC,0,Doctorate,4866883,0,2014
Dr. Bhola Singh,BULANDSHAHR,BJP,0,Graduate,12577537,0,2014
Jadhav Prataprao Ganpatrao,BULDHANA,SHS, 2 ,12th Pass,36033147,684092,2014
Ashwini Kumar Choubey,BUXAR,BJP,0,Graduate,22100499,1923552,2014
Innocent,CHALAKUDY,IND,0,8th Pass,54474761,1303000,2014
R. Dhruvanarayana,CHAMARAJANAGAR,INC,0,Post Graduate,31519950,2605818,2014
Mahendra Nath,CHANDAULI,BJP,0,Doctorate,26489505,1114000,2014
Smt. Kirron Kher,CHANDIGARH,BJP,0,Post Graduate,335343871,1886187,2014
Dr. Harsh Vardhan,CHANDNI CHOWK,BJP, 2 ,Post Graduate,28229308,1780492,2014
Ahir Hansraj Gangaram,CHANDRAPUR,BJP, 11 ,10th Pass,15548000,99500,2014
Sunil Kumar Singh,CHATRA,BJP,0,Post Graduate,174744806,950052,2014
S.r. Vijayakumar,CHENNAI CENTRAL,AIADMK,0,Graduate Professional,13401510,350483,2014
Venkatesh Babu .t.g,CHENNAI NORTH,AIADMK,0,Post Graduate,37038275,804032,2014
Dr. J. Jayavardhan,CHENNAI SOUTH,AIADMK,0,Graduate Professional,33959072,10981100,2014
Konda Vishweshwar Reddy,CHEVELLA,TRS,0,Post Graduate,5286230210,74111133,2014
Kamal Nath,CHHINDWARA,INC,0,Graduate,2069080434,51172087,2014
Rathwa Ramsingbhai Patalbhai,CHHOTA UDAIPUR,BJP,0,Post Graduate,39769675,9763903,2014
M.chandrakasi,CHIDAMBARAM,AIADMK,0,Graduate,7243646,2020472,2014
M Veerappa Moily,CHIKKBALLAPUR,INC,0,Graduate Professional,137366682,39433827,2014
Prakash Hukkeri,CHIKKODI,INC,0,12th Pass,75717628,3635650,2014
B.n.chandrappa,CHITRADURGA,INC,0,Post Graduate,48303759,13800000,2014
Naramalli Sivaprasad,CHITTOOR,TDP,0,Graduate Professional,14878003,0,2014
Chandra Prakash,CHITTORGARH,BJP,0,Graduate,14134693,687284,2014
Rahul Kaswan,CHURU,BJP,0,Graduate,25721266,5386104,2014
"Nagarajan, P.",COIMBATORE,AIADMK,0,Graduate Professional,34306545,2235538,2014
Renuka Sinha,COOCHBEHAR,AITC,0,Graduate Professional,13017282,0,2014
A.arunmozhithevan,CUDDALORE,AIADMK, 9 ,Graduate Professional,15765250,0,2014
Bhartruhari Mahatab,CUTTACK,BJD,0,Post Graduate,88834098,0,2014
Natubhai G. Patel,DADRA AND NAGAR HAVELI,BJP, 5 ,5th Pass,154760217,62286836,2014
Bhabhor Jasvantsinh Sumanbhai,DAHOD,BJP,0,Graduate Professional,19661231,1741547,2014
Nalin Kumar Katil,DAKSHINA KANNADA,BJP, 1 ,10th Pass,9329001,1493367,2014
Patel Lalubhai Babubhai,DAMAN AND DIU,BJP,0,8th Pass,144931238,1234039,2014
Prahalad Singh Patel,DAMOH,BJP,0,Graduate Professional,39586235,12429302,2014
Kirti Azad,DARBHANGA,BJP, 4 ,Graduate,28531267,431860,2014
Surendrajeet Singh Ahluwalia,DARJEELING,BJP,0,Graduate Professional,23377223,443035,2014
Harish Chandra,DAUSA,BJP,0,Graduate,60394789,45000,2014
G.m. Siddeshwara,DAVANAGERE,BJP,0,10th Pass,232375703,17951455,2014
Kalraj Mishra,DEORIA,BJP,0,Post Graduate,55048193,0,2014
Manohar Untwal,DEWAS,BJP,0,12th Pass,6336490,1448086,2014
Pashupati Nath Singh,DHANBAD,BJP, 1 ,Graduate,24248150,0,2014
Savitri Thakur,DHAR,BJP,0,10th Pass,9606464,1582845,2014
Anbumani Ramadoss,DHARMAPURI,PMK, 8 ,Graduate Professional,314378451,41941065,2014
Pralhad Joshi,DHARWAD,BJP, 1 ,Graduate,41979658,6739989,2014
Rekha,DHAURAHRA,BJP,0,12th Pass,10435468,2375000,2014
Tathagata Satpathy,DHENKANAL,BJD, 7 ,Others,35434099,0,2014
Badruddin Ajmal,DHUBRI,AIUDF, 1 ,Post Graduate,432748134,0,2014
Bhamare Subhash Ramrao,DHULE,BJP,0,Post Graduate,125833320,660757,2014
Abhishek Banerjee,DIAMOND HARBOUR,AITC,0,Post Graduate,15199272,0,2014
Rameshwar Teli,DIBRUGARH,BJP,0,10th Pass,977943,0,2014
Udhaya Kumar .m,DINDIGUL,AIADMK,0,Post Graduate,27810000,2800000,2014
Chavan Harishchandra Deoram,DINDORI,BJP, 1 ,Graduate,37240147,881137,2014
Jagdambika Pal,DOMARIYAGANJ,BJP,0,Post Graduate,17822082,4981555,2014
Saugata Roy,DUM DUM,AITC,0,Post Graduate,19452010,2500000,2014
Shibu Soren,DUMKA,JMM,0,10th Pass,46760684,1479721,2014
Tamradwaj Sahu,DURG,INC,0,12th Pass,21002226,1777720,2014
Mahesh Giri,EAST DELHI,BJP, 1 ,10th Pass,5216375,400000,2014
Venkateswara Rao Maganti,ELURU,TDP, 2 ,10th Pass,129394729,55294433,2014
K.v. Thomas,ERNAKULAM,INC,0,Post Graduate,11848550,522352,2014
Selvakumara Chinnayan S,ERODE,AIADMK,0,Post Graduate,47459708,0,2014
Rajvir Singh,ETAH,BJP,0,Graduate Professional,251921157,46898091,2014
Ashok Kumar Doharey,ETAWAH,BJP,0,Graduate,12252688,0,2014
Lallu Singh,FAIZABAD,BJP, 1 ,Post Graduate,15127861,3640964,2014
Krishan Pal,FARIDABAD,BJP,0,Graduate Professional,296440144,19707475,2014
Prof. Sadhu Singh,FARIDKOT,AAP,0,Post Graduate,5879516,70000,2014
Harinder Singh Khalsa,FATEHGARH SAHIB,AAP,0,Post Graduate,35588128,6700000,2014
Sadhavi Niranjan Jyoti,FATEHPUR,BJP, 1 ,12th Pass,3763779,176616,2014
Babulal,FATEHPUR SIKRI,BJP, 3 ,12th Pass,73028848,16390000,2014
Akshay Yadav,FIROZABAD,SP,0,Graduate,100883304,59377,2014
Sher Singh Ghubaya,FIROZPUR,SAD,0,10th Pass,96121057,5133876,2014
Ashok Mahadeorao Nete,GADCHIROLI CHIMUR,BJP,0,12th Pass,12125676,5830550,2014
Lal Krishna Advani,GANDHINAGAR,BJP, 1 ,Graduate Professional,75915276,0,2014
Nihalchand,GANGANAGAR,BJP,0,Graduate,10861172,1611557,2014
(maj Gen (retd.) ) Bhuwan Chandra Khanduri (avsm),GARHWAL,BJP,0,Graduate Professional,44357368,0,2014
Smt. Bijoya Chakraborty,GAUHATI,BJP,0,Post Graduate,12574493,0,2014
Mahesh Sharma,GAUTAM BUDHHA NAGAR,BJP,0,Graduate Professional,473797545,40905738,2014
Hari Manjhi,GAYA,BJP, 1 ,8th Pass,10184120,2000000,2014
Deepak Adhikari (dev),GHATAL,AITC,0,10th Pass,152447159,17493227,2014
Vijay Kumar Singh,GHAZIABAD,BJP, 2 ,Doctorate,41137044,2026774,2014
Manoj Sinha,GHAZIPUR,BJP,0,Graduate Professional,23376901,118700,2014
Harinarayan Rajbhar,GHOSI,BJP,0,Literate,23403964,0,2014
Ravindra Kumar Pandey,GIRIDIH,BJP,0,Graduate,73376970,1970628,2014
Nishikant Dubey,GODDA,BJP, 5 ,Post Graduate,155633719,0,2014
Kirti Vardhan Singh,GONDA,BJP,0,Post Graduate,74738429,9275782,2014
Janak Ram,GOPALGANJ,BJP, 2 ,Post Graduate,10582664,1039000,2014
Adityanath,GORAKHPUR,BJP, 3 ,Graduate,7217674,0,2014
Mallikarjun Kharge,GULBARGA,INC,0,Graduate Professional,102220880,7410154,2014
Jyotiraditya M. Scindia,GUNA,INC,0,Post Graduate,330888751,795000,2014
Jayadev Galla,GUNTUR,TDP,0,Graduate,6830581361,202334283,2014
Vinod Khanna,GURDASPUR,BJP,0,Graduate,669343376,12695306,2014
Inderjit Singh,GURGAON,BJP,0,Graduate Professional,250698763,0,2014
Narendra Singh Tomar,GWALIOR,BJP, 1 ,Graduate,11412622,4531444,2014
Ram Vilas Paswan,HAJIPUR,LJP, 2 ,Post Graduate,9642023,0,2014
Kunwar Pushpendra Singh,HAMIRPUR,BJP, 1 ,Post Graduate,71265181,2825539,2014
Anurag Singh Thakur,HAMIRPUR,BJP, 10 ,Graduate,46535803,2074555,2014
Anshul Verma,HARDOI,BJP,0,Post Graduate,30385000,0,2014
Ramesh Pokhariyal Nishank,HARDWAR,BJP, 1 ,Doctorate,17917274,1860684,2014
H.d. Devegowda,HASSAN,JD(S),0,Others,42721242,8648283,2014
Rajesh Kumar,HATHRAS,BJP,0,Graduate Professional,5651457,0,2014
Raju Shetty,HATKANANGLE,Swabhimani Paksha, 12 ,10th Pass,9896221,1504152,2014
Udasi Shivakumar Channabasappa,HAVERI,BJP,0,12th Pass,576693538,54423645,2014
Jayant Sinha,HAZARIBAGH,BJP,0,Post Graduate,556814579,86380600,2014
Kristappa Nimmala,HINDUPUR,TDP, 2 ,Graduate,40793638,998480,2014
Rajeev Shankarrao Satav,HINGOLI,INC,0,Graduate Professional,49681499,584357,2014
Dushyant Chautala,HISAR,INLD,0,Graduate,361326990,68744460,2014
Ratna De,HOOGHLY,AITC,0,Graduate Professional,18617757,0,2014
Uday Pratap Singh,HOSHANGABAD,BJP, 1 ,Graduate,133375092,3775714,2014
Vijay Sampla,HOSHIARPUR,BJP,0,10th Pass,15164322,4020543,2014
Prasun Banerjee,HOWRAH,AITC,0,Graduate,10041098,0,2014
Asaduddin Owaisi,HYDERABAD,All India Majlis-E-Ittehadul Muslimeen, 4 ,Graduate Professional,40611099,14000000,2014
Adv.joice George,IDUKKI,IND, 4 ,Post Graduate,17396207,9417720,2014
Sumitra Mahajan,INDORE,BJP,0,Post Graduate,18732234,3539000,2014
Dr. Thokchom Meinya,INNER MANIPUR,INC,0,Doctorate,3825200,0,2014
Rakesh Singh Urf Ghanshyam Singh,JABALPUR,BJP, 1 ,Graduate,26564889,0,2014
Sugata Bose,JADAVPUR,AITC,0,Doctorate,46315770,0,2014
Kulamani Samal,JAGATSINGHPUR,BJD,0,Graduate Professional,25158570,0,2014
Dr. Arun Kumar,JAHANABAD,Rashtriya Lok Samta Party, 1 ,Doctorate,38846631,1000000,2014
Ramcharan Bohara,JAIPUR,BJP,0,12th Pass,135809546,23871000,2014
Rajyavardhan Singh Rathore,JAIPUR RURAL,BJP,0,Graduate,83734044,117065,2014
Rita Tarai,JAJPUR,BJD,0,12th Pass,1622003,0,2014
Santokh Singh Chaudhary,JALANDHAR,INC,0,Graduate Professional,104040531,6194323,2014
Bhanu Pratap Singh,JALAUN,BJP,0,Post Graduate,5774068,650000,2014
Patil Ashok Tapiram,JALGAON,BJP,0,Graduate,226180395,0,2014
Danve Raosaheb Dadarao,JALNA,BJP, 4 ,Graduate,184411862,8534130,2014
Devji Patel,JALORE,BJP,0,10th Pass,51846777,12780726,2014
Bijoy Chandra Barman,JALPAIGURI,AITC,0,Post Graduate,9396430,797019,2014
Jugal Kishore,JAMMU,BJP,0,10th Pass,26824308,300000,2014
Maadam Poonamben Hematbhai,JAMNAGAR,BJP,0,Graduate,174372249,62824615,2014
Bidyut Baran Mahato,JAMSHEDPUR,BJP, 8 ,12th Pass,16027526,715347,2014
Chirag Kumar Paswan,JAMUI,LJP,0,12th Pass,10414470,4458954,2014
Abhijit Mukherjee,JANGIPUR,INC,0,Graduate Professional,63014502,15160000,2014
